Date,date,CDID,Value,series
2014-04-15,2014 APR,WUMQ,.07,Health
2014-05-15,2014 APR,WUMW,.24,Transport
2014-06-15,2014 APR,WUMX,.06,Communication
2014-07-15,2014 APR,WUNC,.07,RecreationCulture
2014-08-15,2014 APR,WUND,.21,Education
2014-09-15,2014 APR,WUNE,.27,RestaurantsHotels
2014-10-15,2014 APR,WUNG,.04,Misc
2014-11-15,2014 AUG,WUMA,-.12,Food
2014-12-15,2014 AUG,WUMB,.21,AlcoholTobacco
2014-01-15,2014 AUG,WUMC,.03,ClothingFootwear
2014-02-15,2014 AUG,WUMD,.43,HousingHouseService
2014-03-15,2014 AUG,WUMP,.02,FurnitureHousehold
2014-04-15,2014 AUG,WUMQ,.07,Health
2014-05-15,2014 AUG,WUMW,.2,Transport
2014-06-15,2014 AUG,WUMX,.03,Communication
2014-07-15,2014 AUG,WUNC,.2,RecreationCulture
2014-08-15,2014 AUG,WUND,.21,Education
2014-09-15,2014 AUG,WUNE,.31,RestaurantsHotels
2014-10-15,2014 AUG,WUNG,-.04,Misc
2014-11-15,2014 DEC,WUMA,-.19,Food
2014-12-15,2014 DEC,WUMB,.22,AlcoholTobacco
2014-01-15,2014 DEC,WUMC,-.01,ClothingFootwear
2014-02-15,2014 DEC,WUMD,.12,HousingHouseService
2014-03-15,2014 DEC,WUMP,.01,FurnitureHousehold
2014-04-15,2014 DEC,WUMQ,.05,Health
2014-05-15,2014 DEC,WUMW,-.21,Transport
2014-06-15,2014 DEC,WUMX,.02,Communication
2014-07-15,2014 DEC,WUNC,.08,RecreationCulture
2014-08-15,2014 DEC,WUND,.22,Education
2014-09-15,2014 DEC,WUNE,.28,RestaurantsHotels
2014-10-15,2014 DEC,WUNG,-.06,Misc
2014-11-15,2014 FEB,WUMA,.19,Food
2014-12-15,2014 FEB,WUMB,.19,AlcoholTobacco
2014-01-15,2014 FEB,WUMC,.05,ClothingFootwear
2014-02-15,2014 FEB,WUMD,.44,HousingHouseService
2014-03-15,2014 FEB,WUMP,.1,FurnitureHousehold
2014-04-15,2014 FEB,WUMQ,.08,Health
2014-05-15,2014 FEB,WUMW,-.06,Transport
2014-06-15,2014 FEB,WUMX,.06,Communication
2014-07-15,2014 FEB,WUNC,.11,RecreationCulture
2014-08-15,2014 FEB,WUND,.21,Education
2014-09-15,2014 FEB,WUNE,.27,RestaurantsHotels
2014-10-15,2014 FEB,WUNG,.08,Misc
2014-11-15,2014 JAN,WUMA,.21,Food
2014-12-15,2014 JAN,WUMB,.2,AlcoholTobacco
2014-01-15,2014 JAN,WUMC,.11,ClothingFootwear
2014-02-15,2014 JAN,WUMD,.5,HousingHouseService
2014-03-15,2014 JAN,WUMP,.04,FurnitureHousehold
2014-04-15,2014 JAN,WUMQ,.07,Health
2014-05-15,2014 JAN,WUMW,.07,Transport
2014-06-15,2014 JAN,WUMX,.09,Communication
2014-07-15,2014 JAN,WUNC,.06,RecreationCulture
2014-08-15,2014 JAN,WUND,.22,Education
2014-09-15,2014 JAN,WUNE,.25,RestaurantsHotels
2014-10-15,2014 JAN,WUNG,.08,Misc
2014-11-15,2014 JUL,WUMA,-.05,Food
2014-12-15,2014 JUL,WUMB,.16,AlcoholTobacco
2014-01-15,2014 JUL,WUMC,-.02,ClothingFootwear
2014-02-15,2014 JUL,WUMD,.42,HousingHouseService
2014-03-15,2014 JUL,WUMP,.07,FurnitureHousehold
2014-04-15,2014 JUL,WUMQ,.06,Health
2014-05-15,2014 JUL,WUMW,.21,Transport
2014-06-15,2014 JUL,WUMX,.02,Communication
2014-07-15,2014 JUL,WUNC,.22,RecreationCulture
2014-08-15,2014 JUL,WUND,.21,Education
2014-09-15,2014 JUL,WUNE,.33,RestaurantsHotels
2014-10-15,2014 JUL,WUNG,-.05,Misc
2014-11-15,2014 JUN,WUMA,0,Food
2014-12-15,2014 JUN,WUMB,.22,AlcoholTobacco
2014-01-15,2014 JUN,WUMC,.19,ClothingFootwear
2014-02-15,2014 JUN,WUMD,.44,HousingHouseService
2014-03-15,2014 JUN,WUMP,.1,FurnitureHousehold
2014-04-15,2014 JUN,WUMQ,.08,Health
2014-05-15,2014 JUN,WUMW,.14,Transport
2014-06-15,2014 JUN,WUMX,.03,Communication
2014-07-15,2014 JUN,WUNC,.19,RecreationCulture
2014-08-15,2014 JUN,WUND,.21,Education
2014-09-15,2014 JUN,WUNE,.31,RestaurantsHotels
2014-10-15,2014 JUN,WUNG,.01,Misc
2014-11-15,2014 MAR,WUMA,.18,Food
2014-12-15,2014 MAR,WUMB,.22,AlcoholTobacco
2014-01-15,2014 MAR,WUMC,.02,ClothingFootwear
2014-02-15,2014 MAR,WUMD,.42,HousingHouseService
2014-03-15,2014 MAR,WUMP,.07,FurnitureHousehold
2014-04-15,2014 MAR,WUMQ,.08,Health
2014-05-15,2014 MAR,WUMW,-.16,Transport
2014-06-15,2014 MAR,WUMX,.07,Communication
2014-07-15,2014 MAR,WUNC,.09,RecreationCulture
2014-08-15,2014 MAR,WUND,.21,Education
2014-09-15,2014 MAR,WUNE,.3,RestaurantsHotels
2014-10-15,2014 MAR,WUNG,.09,Misc
2014-11-15,2014 MAY,WUMA,-.08,Food
2014-12-15,2014 MAY,WUMB,.21,AlcoholTobacco
2014-01-15,2014 MAY,WUMC,.01,ClothingFootwear
2014-02-15,2014 MAY,WUMD,.44,HousingHouseService
2014-03-15,2014 MAY,WUMP,.06,FurnitureHousehold
2014-04-15,2014 MAY,WUMQ,.07,Health
2014-05-15,2014 MAY,WUMW,.07,Transport
2014-06-15,2014 MAY,WUMX,.03,Communication
2014-07-15,2014 MAY,WUNC,.17,RecreationCulture
2014-08-15,2014 MAY,WUND,.21,Education
2014-09-15,2014 MAY,WUNE,.27,RestaurantsHotels
2014-10-15,2014 MAY,WUNG,.03,Misc
2014-11-15,2014 NOV,WUMA,-.19,Food
2014-12-15,2014 NOV,WUMB,.18,AlcoholTobacco
2014-01-15,2014 NOV,WUMC,.01,ClothingFootwear
2014-02-15,2014 NOV,WUMD,.44,HousingHouseService
2014-03-15,2014 NOV,WUMP,.02,FurnitureHousehold
2014-04-15,2014 NOV,WUMQ,.05,Health
2014-05-15,2014 NOV,WUMW,-.03,Transport
2014-06-15,2014 NOV,WUMX,.02,Communication
2014-07-15,2014 NOV,WUNC,.05,RecreationCulture
2014-08-15,2014 NOV,WUND,.22,Education
2014-09-15,2014 NOV,WUNE,.28,RestaurantsHotels
2014-10-15,2014 NOV,WUNG,-.07,Misc
2014-11-15,2014 OCT,WUMA,-.16,Food
2014-12-15,2014 OCT,WUMB,.24,AlcoholTobacco
2014-01-15,2014 OCT,WUMC,.01,ClothingFootwear
2014-02-15,2014 OCT,WUMD,.43,HousingHouseService
2014-03-15,2014 OCT,WUMP,.01,FurnitureHousehold
2014-04-15,2014 OCT,WUMQ,.05,Health
2014-05-15,2014 OCT,WUMW,.07,Transport
2014-06-15,2014 OCT,WUMX,.02,Communication
2014-07-15,2014 OCT,WUNC,.15,RecreationCulture
2014-08-15,2014 OCT,WUND,.22,Education
2014-09-15,2014 OCT,WUNE,.3,RestaurantsHotels
2014-10-15,2014 OCT,WUNG,-.03,Misc
2014-11-15,2014 SEP,WUMA,-.15,Food
2014-12-15,2014 SEP,WUMB,.22,AlcoholTobacco
2014-01-15,2014 SEP,WUMC,.03,ClothingFootwear
2014-02-15,2014 SEP,WUMD,.42,HousingHouseService
2014-03-15,2014 SEP,WUMP,.05,FurnitureHousehold
2014-04-15,2014 SEP,WUMQ,.06,Health
2014-05-15,2014 SEP,WUMW,.02,Transport
2014-06-15,2014 SEP,WUMX,.03,Communication
2014-07-15,2014 SEP,WUNC,.11,RecreationCulture
2014-08-15,2014 SEP,WUND,.21,Education
2014-09-15,2014 SEP,WUNE,.28,RestaurantsHotels
2014-10-15,2014 SEP,WUNG,-.04,Misc
2015-11-15,2015 APR,WUMA,-.32,Food
2015-12-15,2015 APR,WUMB,.13,AlcoholTobacco
2015-01-15,2015 APR,WUMC,-.02,ClothingFootwear
2015-02-15,2015 APR,WUMD,.06,HousingHouseService
2015-03-15,2015 APR,WUMP,-.03,FurnitureHousehold
2015-04-15,2015 APR,WUMQ,.05,Health
2015-05-15,2015 APR,WUMW,-.43,Transport
2015-06-15,2015 APR,WUMX,.03,Communication
2015-07-15,2015 APR,WUNC,-.06,RecreationCulture
2015-08-15,2015 APR,WUND,.22,Education
2015-09-15,2015 APR,WUNE,.24,RestaurantsHotels
2015-10-15,2015 APR,WUNG,0,Misc
2015-11-15,2015 AUG,WUMA,-.27,Food
2015-12-15,2015 AUG,WUMB,.09,AlcoholTobacco
2015-01-15,2015 AUG,WUMC,.06,ClothingFootwear
2015-02-15,2015 AUG,WUMD,.05,HousingHouseService
2015-03-15,2015 AUG,WUMP,.03,FurnitureHousehold
2015-04-15,2015 AUG,WUMQ,.04,Health
2015-05-15,2015 AUG,WUMW,-.41,Transport
2015-06-15,2015 AUG,WUMX,.04,Communication
2015-07-15,2015 AUG,WUNC,-.13,RecreationCulture
2015-08-15,2015 AUG,WUND,.22,Education
2015-09-15,2015 AUG,WUNE,.22,RestaurantsHotels
2015-10-15,2015 AUG,WUNG,.08,Misc
2015-11-15,2015 DEC,WUMA,-.32,Food
2015-12-15,2015 DEC,WUMB,.01,AlcoholTobacco
2015-01-15,2015 DEC,WUMC,-.01,ClothingFootwear
2015-02-15,2015 DEC,WUMD,.04,HousingHouseService
2015-03-15,2015 DEC,WUMP,-.01,FurnitureHousehold
2015-04-15,2015 DEC,WUMQ,.04,Health
2015-05-15,2015 DEC,WUMW,-.02,Transport
2015-06-15,2015 DEC,WUMX,.08,Communication
2015-07-15,2015 DEC,WUNC,-.04,RecreationCulture
2015-08-15,2015 DEC,WUND,.12,Education
2015-09-15,2015 DEC,WUNE,.21,RestaurantsHotels
2015-10-15,2015 DEC,WUNG,.1,Misc
2015-11-15,2015 FEB,WUMA,-.37,Food
2015-12-15,2015 FEB,WUMB,.17,AlcoholTobacco
2015-01-15,2015 FEB,WUMC,.14,ClothingFootwear
2015-02-15,2015 FEB,WUMD,.12,HousingHouseService
2015-03-15,2015 FEB,WUMP,-.01,FurnitureHousehold
2015-04-15,2015 FEB,WUMQ,.05,Health
2015-05-15,2015 FEB,WUMW,-.41,Transport
2015-06-15,2015 FEB,WUMX,.03,Communication
2015-07-15,2015 FEB,WUNC,-.11,RecreationCulture
2015-08-15,2015 FEB,WUND,.22,Education
2015-09-15,2015 FEB,WUNE,.26,RestaurantsHotels
2015-10-15,2015 FEB,WUNG,-.04,Misc
2015-11-15,2015 JAN,WUMA,-.29,Food
2015-12-15,2015 JAN,WUMB,.15,AlcoholTobacco
2015-01-15,2015 JAN,WUMC,.12,ClothingFootwear
2015-02-15,2015 JAN,WUMD,.13,HousingHouseService
2015-03-15,2015 JAN,WUMP,.05,FurnitureHousehold
2015-04-15,2015 JAN,WUMQ,.05,Health
2015-05-15,2015 JAN,WUMW,-.42,Transport
2015-06-15,2015 JAN,WUMX,.01,Communication
2015-07-15,2015 JAN,WUNC,.02,RecreationCulture
2015-08-15,2015 JAN,WUND,.22,Education
2015-09-15,2015 JAN,WUNE,.28,RestaurantsHotels
2015-10-15,2015 JAN,WUNG,-.04,Misc
2015-11-15,2015 JUL,WUMA,-.3,Food
2015-12-15,2015 JUL,WUMB,.09,AlcoholTobacco
2015-01-15,2015 JUL,WUMC,.14,ClothingFootwear
2015-02-15,2015 JUL,WUMD,.05,HousingHouseService
2015-03-15,2015 JUL,WUMP,-.01,FurnitureHousehold
2015-04-15,2015 JUL,WUMQ,.06,Health
2015-05-15,2015 JUL,WUMW,-.3,Transport
2015-06-15,2015 JUL,WUMX,.04,Communication
2015-07-15,2015 JUL,WUNC,-.09,RecreationCulture
2015-08-15,2015 JUL,WUND,.22,Education
2015-09-15,2015 JUL,WUNE,.19,RestaurantsHotels
2015-10-15,2015 JUL,WUNG,.06,Misc
2015-11-15,2015 JUN,WUMA,-.24,Food
2015-12-15,2015 JUN,WUMB,.1,AlcoholTobacco
2015-01-15,2015 JUN,WUMC,-.05,ClothingFootwear
2015-02-15,2015 JUN,WUMD,.05,HousingHouseService
2015-03-15,2015 JUN,WUMP,-.02,FurnitureHousehold
2015-04-15,2015 JUN,WUMQ,.04,Health
2015-05-15,2015 JUN,WUMW,-.28,Transport
2015-06-15,2015 JUN,WUMX,.03,Communication
2015-07-15,2015 JUN,WUNC,-.15,RecreationCulture
2015-08-15,2015 JUN,WUND,.22,Education
2015-09-15,2015 JUN,WUNE,.23,RestaurantsHotels
2015-10-15,2015 JUN,WUNG,.01,Misc
2015-11-15,2015 MAR,WUMA,-.33,Food
2015-12-15,2015 MAR,WUMB,.15,AlcoholTobacco
2015-01-15,2015 MAR,WUMC,0,ClothingFootwear
2015-02-15,2015 MAR,WUMD,.09,HousingHouseService
2015-03-15,2015 MAR,WUMP,-.01,FurnitureHousehold
2015-04-15,2015 MAR,WUMQ,.05,Health
2015-05-15,2015 MAR,WUMW,-.29,Transport
2015-06-15,2015 MAR,WUMX,.03,Communication
2015-07-15,2015 MAR,WUNC,-.1,RecreationCulture
2015-08-15,2015 MAR,WUND,.22,Education
2015-09-15,2015 MAR,WUNE,.23,RestaurantsHotels
2015-10-15,2015 MAR,WUNG,-.04,Misc
2015-11-15,2015 MAY,WUMA,-.2,Food
2015-12-15,2015 MAY,WUMB,.09,AlcoholTobacco
2015-01-15,2015 MAY,WUMC,.03,ClothingFootwear
2015-02-15,2015 MAY,WUMD,.06,HousingHouseService
2015-03-15,2015 MAY,WUMP,-.02,FurnitureHousehold
2015-04-15,2015 MAY,WUMQ,.06,Health
2015-05-15,2015 MAY,WUMW,-.23,Transport
2015-06-15,2015 MAY,WUMX,.04,Communication
2015-07-15,2015 MAY,WUNC,-.14,RecreationCulture
2015-08-15,2015 MAY,WUND,.22,Education
2015-09-15,2015 MAY,WUNE,.23,RestaurantsHotels
2015-10-15,2015 MAY,WUNG,-.01,Misc
2015-11-15,2015 NOV,WUMA,-.27,Food
2015-12-15,2015 NOV,WUMB,.06,AlcoholTobacco
2015-01-15,2015 NOV,WUMC,0,ClothingFootwear
2015-02-15,2015 NOV,WUMD,.03,HousingHouseService
2015-03-15,2015 NOV,WUMP,.03,FurnitureHousehold
2015-04-15,2015 NOV,WUMQ,.04,Health
2015-05-15,2015 NOV,WUMW,-.31,Transport
2015-06-15,2015 NOV,WUMX,.09,Communication
2015-07-15,2015 NOV,WUNC,-.02,RecreationCulture
2015-08-15,2015 NOV,WUND,.12,Education
2015-09-15,2015 NOV,WUNE,.22,RestaurantsHotels
2015-10-15,2015 NOV,WUNG,.12,Misc
2015-11-15,2015 OCT,WUMA,-.3,Food
2015-12-15,2015 OCT,WUMB,.01,AlcoholTobacco
2015-01-15,2015 OCT,WUMC,.07,ClothingFootwear
2015-02-15,2015 OCT,WUMD,.03,HousingHouseService
2015-03-15,2015 OCT,WUMP,.04,FurnitureHousehold
2015-04-15,2015 OCT,WUMQ,.04,Health
2015-05-15,2015 OCT,WUMW,-.39,Transport
2015-06-15,2015 OCT,WUMX,.06,Communication
2015-07-15,2015 OCT,WUNC,-.05,RecreationCulture
2015-08-15,2015 OCT,WUND,.12,Education
2015-09-15,2015 OCT,WUNE,.19,RestaurantsHotels
2015-10-15,2015 OCT,WUNG,.07,Misc
2015-11-15,2015 SEP,WUMA,-.25,Food
2015-12-15,2015 SEP,WUMB,.06,AlcoholTobacco
2015-01-15,2015 SEP,WUMC,-.03,ClothingFootwear
2015-02-15,2015 SEP,WUMD,.02,HousingHouseService
2015-03-15,2015 SEP,WUMP,.04,FurnitureHousehold
2015-04-15,2015 SEP,WUMQ,.05,Health
2015-05-15,2015 SEP,WUMW,-.41,Transport
2015-06-15,2015 SEP,WUMX,.04,Communication
2015-07-15,2015 SEP,WUNC,-.11,RecreationCulture
2015-08-15,2015 SEP,WUND,.2,Education
2015-09-15,2015 SEP,WUNE,.22,RestaurantsHotels
2015-10-15,2015 SEP,WUNG,.05,Misc
2016-11-15,2016 APR,WUMA,-.27,Food
2016-12-15,2016 APR,WUMB,.06,AlcoholTobacco
2016-01-15,2016 APR,WUMC,.03,ClothingFootwear
2016-02-15,2016 APR,WUMD,-.01,HousingHouseService
2016-03-15,2016 APR,WUMP,.02,FurnitureHousehold
2016-04-15,2016 APR,WUMQ,.06,Health
2016-05-15,2016 APR,WUMW,-.2,Transport
2016-06-15,2016 APR,WUMX,.05,Communication
2016-07-15,2016 APR,WUNC,.06,RecreationCulture
2016-08-15,2016 APR,WUND,.12,Education
2016-09-15,2016 APR,WUNE,.28,RestaurantsHotels
2016-10-15,2016 APR,WUNG,.09,Misc
2016-11-15,2016 AUG,WUMA,-.23,Food
2016-12-15,2016 AUG,WUMB,.06,AlcoholTobacco
2016-01-15,2016 AUG,WUMC,-.08,ClothingFootwear
2016-02-15,2016 AUG,WUMD,-.01,HousingHouseService
2016-03-15,2016 AUG,WUMP,-.06,FurnitureHousehold
2016-04-15,2016 AUG,WUMQ,.06,Health
2016-05-15,2016 AUG,WUMW,.18,Transport
2016-06-15,2016 AUG,WUMX,.13,Communication
2016-07-15,2016 AUG,WUNC,.1,RecreationCulture
2016-08-15,2016 AUG,WUND,.12,Education
2016-09-15,2016 AUG,WUNE,.29,RestaurantsHotels
2016-10-15,2016 AUG,WUNG,.08,Misc
2016-11-15,2016 DEC,WUMA,-.11,Food
2016-12-15,2016 DEC,WUMB,.1,AlcoholTobacco
2016-01-15,2016 DEC,WUMC,.09,ClothingFootwear
2016-02-15,2016 DEC,WUMD,.05,HousingHouseService
2016-03-15,2016 DEC,WUMP,.04,FurnitureHousehold
2016-04-15,2016 DEC,WUMQ,.07,Health
2016-05-15,2016 DEC,WUMW,.58,Transport
2016-06-15,2016 DEC,WUMX,.06,Communication
2016-07-15,2016 DEC,WUNC,.13,RecreationCulture
2016-08-15,2016 DEC,WUND,.11,Education
2016-09-15,2016 DEC,WUNE,.35,RestaurantsHotels
2016-10-15,2016 DEC,WUNG,.1,Misc
2016-11-15,2016 FEB,WUMA,-.25,Food
2016-12-15,2016 FEB,WUMB,.05,AlcoholTobacco
2016-01-15,2016 FEB,WUMC,.03,ClothingFootwear
2016-02-15,2016 FEB,WUMD,.04,HousingHouseService
2016-03-15,2016 FEB,WUMP,.02,FurnitureHousehold
2016-04-15,2016 FEB,WUMQ,.06,Health
2016-05-15,2016 FEB,WUMW,-.16,Transport
2016-06-15,2016 FEB,WUMX,.07,Communication
2016-07-15,2016 FEB,WUNC,-.02,RecreationCulture
2016-08-15,2016 FEB,WUND,.12,Education
2016-09-15,2016 FEB,WUNE,.22,RestaurantsHotels
2016-10-15,2016 FEB,WUNG,.11,Misc
2016-11-15,2016 JAN,WUMA,-.29,Food
2016-12-15,2016 JAN,WUMB,.06,AlcoholTobacco
2016-01-15,2016 JAN,WUMC,.03,ClothingFootwear
2016-02-15,2016 JAN,WUMD,.05,HousingHouseService
2016-03-15,2016 JAN,WUMP,0,FurnitureHousehold
2016-04-15,2016 JAN,WUMQ,.06,Health
2016-05-15,2016 JAN,WUMW,-.11,Transport
2016-06-15,2016 JAN,WUMX,.07,Communication
2016-07-15,2016 JAN,WUNC,-.01,RecreationCulture
2016-08-15,2016 JAN,WUND,.12,Education
2016-09-15,2016 JAN,WUNE,.19,RestaurantsHotels
2016-10-15,2016 JAN,WUNG,.13,Misc
2016-11-15,2016 JUL,WUMA,-.27,Food
2016-12-15,2016 JUL,WUMB,.08,AlcoholTobacco
2016-01-15,2016 JUL,WUMC,-.05,ClothingFootwear
2016-02-15,2016 JUL,WUMD,-.01,HousingHouseService
2016-03-15,2016 JUL,WUMP,-.04,FurnitureHousehold
2016-04-15,2016 JUL,WUMQ,.05,Health
2016-05-15,2016 JUL,WUMW,.06,Transport
2016-06-15,2016 JUL,WUMX,.11,Communication
2016-07-15,2016 JUL,WUNC,.09,RecreationCulture
2016-08-15,2016 JUL,WUND,.12,Education
2016-09-15,2016 JUL,WUNE,.33,RestaurantsHotels
2016-10-15,2016 JUL,WUNG,.09,Misc
2016-11-15,2016 JUN,WUMA,-.31,Food
2016-12-15,2016 JUN,WUMB,.02,AlcoholTobacco
2016-01-15,2016 JUN,WUMC,-.04,ClothingFootwear
2016-02-15,2016 JUN,WUMD,.02,HousingHouseService
2016-03-15,2016 JUN,WUMP,-.03,FurnitureHousehold
2016-04-15,2016 JUN,WUMQ,.08,Health
2016-05-15,2016 JUN,WUMW,-.02,Transport
2016-06-15,2016 JUN,WUMX,.11,Communication
2016-07-15,2016 JUN,WUNC,.12,RecreationCulture
2016-08-15,2016 JUN,WUND,.12,Education
2016-09-15,2016 JUN,WUNE,.29,RestaurantsHotels
2016-10-15,2016 JUN,WUNG,.1,Misc
2016-11-15,2016 MAR,WUMA,-.29,Food
2016-12-15,2016 MAR,WUMB,.04,AlcoholTobacco
2016-01-15,2016 MAR,WUMC,.1,ClothingFootwear
2016-02-15,2016 MAR,WUMD,.06,HousingHouseService
2016-03-15,2016 MAR,WUMP,.04,FurnitureHousehold
2016-04-15,2016 MAR,WUMQ,.05,Health
2016-05-15,2016 MAR,WUMW,-.02,Transport
2016-06-15,2016 MAR,WUMX,.04,Communication
2016-07-15,2016 MAR,WUNC,-.03,RecreationCulture
2016-08-15,2016 MAR,WUND,.12,Education
2016-09-15,2016 MAR,WUNE,.26,RestaurantsHotels
2016-10-15,2016 MAR,WUNG,.09,Misc
2016-11-15,2016 MAY,WUMA,-.3,Food
2016-12-15,2016 MAY,WUMB,.04,AlcoholTobacco
2016-01-15,2016 MAY,WUMC,-.03,ClothingFootwear
2016-02-15,2016 MAY,WUMD,0,HousingHouseService
2016-03-15,2016 MAY,WUMP,.01,FurnitureHousehold
2016-04-15,2016 MAY,WUMQ,.06,Health
2016-05-15,2016 MAY,WUMW,-.15,Transport
2016-06-15,2016 MAY,WUMX,.09,Communication
2016-07-15,2016 MAY,WUNC,.02,RecreationCulture
2016-08-15,2016 MAY,WUND,.12,Education
2016-09-15,2016 MAY,WUNE,.32,RestaurantsHotels
2016-10-15,2016 MAY,WUNG,.12,Misc
2016-11-15,2016 NOV,WUMA,-.21,Food
2016-12-15,2016 NOV,WUMB,.07,AlcoholTobacco
2016-01-15,2016 NOV,WUMC,.07,ClothingFootwear
2016-02-15,2016 NOV,WUMD,.03,HousingHouseService
2016-03-15,2016 NOV,WUMP,.05,FurnitureHousehold
2016-04-15,2016 NOV,WUMQ,.06,Health
2016-05-15,2016 NOV,WUMW,.38,Transport
2016-06-15,2016 NOV,WUMX,.08,Communication
2016-07-15,2016 NOV,WUNC,.1,RecreationCulture
2016-08-15,2016 NOV,WUND,.11,Education
2016-09-15,2016 NOV,WUNE,.32,RestaurantsHotels
2016-10-15,2016 NOV,WUNG,.1,Misc
2016-11-15,2016 OCT,WUMA,-.24,Food
2016-12-15,2016 OCT,WUMB,.09,AlcoholTobacco
2016-01-15,2016 OCT,WUMC,-.04,ClothingFootwear
2016-02-15,2016 OCT,WUMD,.04,HousingHouseService
2016-03-15,2016 OCT,WUMP,.01,FurnitureHousehold
2016-04-15,2016 OCT,WUMQ,.06,Health
2016-05-15,2016 OCT,WUMW,.35,Transport
2016-06-15,2016 OCT,WUMX,.1,Communication
2016-07-15,2016 OCT,WUNC,.03,RecreationCulture
2016-08-15,2016 OCT,WUND,.11,Education
2016-09-15,2016 OCT,WUNE,.32,RestaurantsHotels
2016-10-15,2016 OCT,WUNG,.11,Misc
2016-11-15,2016 SEP,WUMA,-.24,Food
2016-12-15,2016 SEP,WUMB,.07,AlcoholTobacco
2016-01-15,2016 SEP,WUMC,.08,ClothingFootwear
2016-02-15,2016 SEP,WUMD,.03,HousingHouseService
2016-03-15,2016 SEP,WUMP,-.08,FurnitureHousehold
2016-04-15,2016 SEP,WUMQ,.07,Health
2016-05-15,2016 SEP,WUMW,.19,Transport
2016-06-15,2016 SEP,WUMX,.11,Communication
2016-07-15,2016 SEP,WUNC,.11,RecreationCulture
2016-08-15,2016 SEP,WUND,.15,Education
2016-09-15,2016 SEP,WUNE,.36,RestaurantsHotels
2016-10-15,2016 SEP,WUNG,.12,Misc
2017-11-15,2017 APR,WUMA,.16,Food
2017-12-15,2017 APR,WUMB,.19,AlcoholTobacco
2017-01-15,2017 APR,WUMC,.17,ClothingFootwear
2017-02-15,2017 APR,WUMD,.19,HousingHouseService
2017-03-15,2017 APR,WUMP,.1,FurnitureHousehold
2017-04-15,2017 APR,WUMQ,.06,Health
2017-05-15,2017 APR,WUMW,1,Transport
2017-06-15,2017 APR,WUMX,.05,Communication
2017-07-15,2017 APR,WUNC,.14,RecreationCulture
2017-08-15,2017 APR,WUND,.11,Education
2017-09-15,2017 APR,WUNE,.39,RestaurantsHotels
2017-10-15,2017 APR,WUNG,.16,Misc
2017-11-15,2017 AUG,WUMA,.22,Food
2017-12-15,2017 AUG,WUMB,.19,AlcoholTobacco
2017-01-15,2017 AUG,WUMC,.32,ClothingFootwear
2017-02-15,2017 AUG,WUMD,.26,HousingHouseService
2017-03-15,2017 AUG,WUMP,.25,FurnitureHousehold
2017-04-15,2017 AUG,WUMQ,.07,Health
2017-05-15,2017 AUG,WUMW,.51,Transport
2017-06-15,2017 AUG,WUMX,.05,Communication
2017-07-15,2017 AUG,WUNC,.27,RecreationCulture
2017-08-15,2017 AUG,WUND,.11,Education
2017-09-15,2017 AUG,WUNE,.44,RestaurantsHotels
2017-10-15,2017 AUG,WUNG,.18,Misc
2017-11-15,2017 DEC,WUMA,.4,Food
2017-12-15,2017 DEC,WUMB,.23,AlcoholTobacco
2017-01-15,2017 DEC,WUMC,.23,ClothingFootwear
2017-02-15,2017 DEC,WUMD,.27,HousingHouseService
2017-03-15,2017 DEC,WUMP,.2,FurnitureHousehold
2017-04-15,2017 DEC,WUMQ,.08,Health
2017-05-15,2017 DEC,WUMW,.61,Transport
2017-06-15,2017 DEC,WUMX,.03,Communication
2017-07-15,2017 DEC,WUNC,.4,RecreationCulture
2017-08-15,2017 DEC,WUND,.06,Education
2017-09-15,2017 DEC,WUNE,.39,RestaurantsHotels
2017-10-15,2017 DEC,WUNG,.07,Misc
2017-11-15,2017 FEB,WUMA,.02,Food
2017-12-15,2017 FEB,WUMB,.12,AlcoholTobacco
2017-01-15,2017 FEB,WUMC,-.01,ClothingFootwear
2017-02-15,2017 FEB,WUMD,.09,HousingHouseService
2017-03-15,2017 FEB,WUMP,.07,FurnitureHousehold
2017-04-15,2017 FEB,WUMQ,.06,Health
2017-05-15,2017 FEB,WUMW,1.06,Transport
2017-06-15,2017 FEB,WUMX,.07,Communication
2017-07-15,2017 FEB,WUNC,.23,RecreationCulture
2017-08-15,2017 FEB,WUND,.11,Education
2017-09-15,2017 FEB,WUNE,.4,RestaurantsHotels
2017-10-15,2017 FEB,WUNG,.11,Misc
2017-11-15,2017 JAN,WUMA,-.05,Food
2017-12-15,2017 JAN,WUMB,.1,AlcoholTobacco
2017-01-15,2017 JAN,WUMC,-.01,ClothingFootwear
2017-02-15,2017 JAN,WUMD,.07,HousingHouseService
2017-03-15,2017 JAN,WUMP,.02,FurnitureHousehold
2017-04-15,2017 JAN,WUMQ,.05,Health
2017-05-15,2017 JAN,WUMW,.87,Transport
2017-06-15,2017 JAN,WUMX,.07,Communication
2017-07-15,2017 JAN,WUNC,.14,RecreationCulture
2017-08-15,2017 JAN,WUND,.11,Education
2017-09-15,2017 JAN,WUNE,.37,RestaurantsHotels
2017-10-15,2017 JAN,WUNG,.08,Misc
2017-11-15,2017 JUL,WUMA,.26,Food
2017-12-15,2017 JUL,WUMB,.21,AlcoholTobacco
2017-01-15,2017 JUL,WUMC,.21,ClothingFootwear
2017-02-15,2017 JUL,WUMD,.26,HousingHouseService
